company_code,company_name,job_title,posting_count,job_ids,source_sheets,source_rows,risk_score,score_repeatability,score_rule_clarity,score_data_structuredness,score_complex_communication,score_responsibility_judgment,score_compliance_trust,score_cross_function_coordination,evidence_repeatability,evidence_rule_clarity,evidence_data_structuredness,evidence_complex_communication,evidence_responsibility_judgment,evidence_compliance_trust,evidence_cross_function_coordination,risk_band,rubric
300033.SZ,同花顺,AI agent开发（base总部）,1,JOB_0018,1-4,20,57.1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,架构、设计,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,C++开发专家,1,JOB_0016,1-4,18,57.1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,架构、设计,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,agent工程开发,1,JOB_0063,1-4,65,57.1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,架构、设计,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,博士算法研究员,1,JOB_0051,1-4,53,57.1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,研究、算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,大模型基座算法工程师,1,JOB_0069,1-4,71,57.1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,策略、算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,大模型算法工程师（大模型Agent方向）,1,JOB_0019,1-4,21,57.1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,规划、算法、管理,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,推荐算法专家,1,JOB_0083,1-4,85,57.1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,策略、算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,算法专家（AIME人才计划）,1,JOB_0092,1-4,94,57.1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,研究、算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,算法博士（NLP/CV/语音/博士专项）,1,JOB_0013,1-4,15,57.1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,研究、算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,算法博士（算法研究，量化）,1,JOB_0084,1-4,86,57.1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,策略、研究、算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,算法工程师（AIME人才计划）,1,JOB_0074,1-4,76,57.1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,研究、算法,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300872.SZ,天阳科技,版本管理工程师（配置管理 / DevOps）,1,JOB_0168,9-12,7,57.1,4.0,1.0,1.0,3.0,3.0,1.0,3.0,文档、发布,,,沟通,管理,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
600570.SH,恒生电子,模型后训练技术负责人（团队负责人）,1,JOB_0010,1-4,11,57.1,1.0,1.0,1.0,1.0,4.0,1.0,1.0,,,,,负责人、领导、管理,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
000555.SZ,神州信息,软件工程师(J22215),1,JOB_0238,5-8,45,57.1,4.0,4.0,1.0,3.0,5.0,1.0,4.0,测试、文档,流程、测试,,对接,方案、设计、规划、创新、管理,,对接、产品,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300663.SZ,科蓝软件,架构师,1,JOB_0179,9-12,18,57.1,1.0,4.0,4.0,4.0,4.0,1.0,4.0,,规则、SQL,SQL、数据库,沟通、团队协作,架构、设计、问题解决,,团队协作、沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
600570.SH,恒生电子,C++开发工程师-经纪业务,5,JOB_0004、JOB_0006、JOB_0007、JOB_0009、JOB_0011,1-4,10、12、5、7、8,55.4,1.8,1.6,3.8,3.0,4.0,1.8,3.0,清算、部署,清算、SQL,SQL、数据库、清算、数据库、数据库、交易,沟通,设计、管理,证券交易,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300059.SZ,东方财富,AI应用工程师（证券）(MJ002957),1,JOB_0121,1-4,124,54.3,1.0,1.0,1.0,1.0,5.0,1.0,1.0,,,,,方案、设计、规划、创新、需求分析、用户体验、管理,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300059.SZ,东方财富,算法工程师（推荐/搜索方向）,1,JOB_0120,1-4,123,54.3,1.0,3.0,3.0,3.0,5.0,1.0,3.0,,指标,指标,沟通,方案、设计、策略、算法,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
002987.SZ,京北方,中级 Java 开发工程师,1,JOB_0183,9-12,22,54.3,4.0,4.0,1.0,4.0,3.0,3.0,4.0,测试、脚本、文档,测试、脚本,,沟通、团队协作,算法,支付,团队协作、沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,AI技术总监,1,JOB_0058,1-4,60,54.3,1.0,1.0,1.0,1.0,5.0,1.0,1.0,,,,,总监、架构、设计、管理,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,agent算法/合伙人/专家（多模态/大模型）,1,JOB_0035,1-4,37,54.3,1.0,1.0,1.0,1.0,3.0,1.0,3.0,,,,,算法,,产品,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,技术负责人（AIGC出海业务技术）,1,JOB_0026,1-4,28,54.3,1.0,1.0,1.0,1.0,5.0,1.0,1.0,,,,,负责人、架构、设计、管理,,,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,高级推荐算法工程师,1,JOB_0082,1-4,84,54.3,1.0,1.0,1.0,1.0,3.0,1.0,3.0,,,,,算法,,协同,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300872.SZ,天阳科技,资深数据治理工程师（咨询方向）,1,JOB_0173,9-12,12,54.3,1.0,5.0,4.0,5.0,4.0,1.0,5.0,,流程、标准、数据治理、指标,数据治理、指标,沟通、协调、客户、咨询、访谈、对接,方案、管理、评估,,对接、项目管理、客户、协调、沟通、访谈,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300674.SZ,宇信科技,【校招-高潜人才】业务分析师(J12428),1,JOB_0222,5-8,29,54.3,1.0,1.0,1.0,1.0,3.0,1.0,3.0,,,,,需求分析,,产品,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300674.SZ,宇信科技,【校招】销售管培生(J12452),1,JOB_0223,5-8,30,54.3,1.0,3.0,1.0,4.0,1.0,1.0,4.0,,流程,,商务、谈判、销售,,,商务、销售,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300663.SZ,科蓝软件,金融业务分析师,1,JOB_0180,9-12,19,54.3,4.0,4.0,1.0,4.0,4.0,1.0,5.0,测试、文档,流程、测试,,沟通、咨询、跨部门,设计、创新、用户体验,,跨部门、协同、项目推进、沟通、产品,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
600446.SH,金证股份,C++主管开发工程师,1,JOB_0131,1-4,135,54.3,1.0,3.0,4.0,4.0,4.0,1.0,4.0,,SQL,SQL、数据库,沟通、团队协作,主管、设计,,团队协作、沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300059.SZ,东方财富,算法工程师（大模型方向）,1,JOB_0119,1-4,122,51.4,3.0,1.0,1.0,3.0,4.0,1.0,3.0,维护,,,沟通,架构、算法,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
603927.SH,中科软,产品经理,1,JOB_0191,9-12,30,51.4,3.0,3.0,1.0,3.0,5.0,1.0,4.0,文档,流程,,沟通,设计、规划、策略、问题解决,,协同、沟通、产品,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300033.SZ,同花顺,AI算法合伙人/专家/负责人,1,JOB_0067,1-4,69,51.4,1.0,1.0,1.0,1.0,4.0,1.0,3.0,,,,,负责人、架构、算法,,产品,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300872.SZ,天阳科技,UI 设计师,1,JOB_0166,9-12,5,51.4,1.0,3.0,1.0,3.0,4.0,1.0,3.0,,规范,,沟通,设计、创新、用户体验,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300872.SZ,天阳科技,java 中级开发工程师,1,JOB_0174,9-12,13,51.4,3.0,3.0,1.0,4.0,4.0,1.0,4.0,测试,测试,,沟通、团队协作,设计、需求分析,,团队协作、沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300674.SZ,宇信科技,信贷部门-技术岗(J11782),1,JOB_0210,5-8,17,51.4,3.0,1.0,1.0,3.0,4.0,1.0,3.0,部署,,,沟通,架构、设计、规划,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300674.SZ,宇信科技,初级系统工程师(J11995),1,JOB_0220,5-8,27,51.4,4.0,1.0,1.0,4.0,3.0,1.0,4.0,监控、批处理、运维,,,沟通、团队协作,管理,,团队协作、沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300674.SZ,宇信科技,监管报送产品经理(J11557),1,JOB_0211,5-8,18,51.4,3.0,4.0,4.0,5.0,5.0,3.0,4.0,文档,报送、SQL,SQL、数据仓库,沟通、演讲、宣讲、产品演示,方案、设计、规划、问题解决,监管,沟通、产品,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
600570.SH,恒生电子,高级C++开发工程师,1,JOB_0003,1-4,4,51.4,1.0,1.0,3.0,3.0,4.0,1.0,3.0,,,数据库,沟通,设计、管理,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300348.SZ,长亮科技,销售经理（大数据产品）,1,JOB_0244,5-8,51,51.4,3.0,3.0,4.0,5.0,5.0,1.0,5.0,维护,数据治理,数据仓库、数据治理,沟通、协调、客户、商务、销售,方案、需求分析、风险管理、管理,,客户、协调、沟通、商务、销售、产品,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300059.SZ,东方财富,客户端开发工程师 (MJ002707),1,JOB_0103,1-4,106,48.6,1.0,3.0,1.0,4.0,3.0,1.0,4.0,,规范,,客户、团队协作,复杂问题,,团队协作、客户,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300059.SZ,东方财富,算法实习生-大模型/Agent方向,1,JOB_0096,1-4,99,48.6,1.0,1.0,1.0,3.0,3.0,1.0,3.0,,,,沟通,算法,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300059.SZ,东方财富,算法实习生（大模型/Agent方向）,1,JOB_0095,1-4,98,48.6,1.0,1.0,1.0,3.0,3.0,1.0,3.0,,,,沟通,算法,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
002987.SZ,京北方,测试专家,1,JOB_0181,9-12,20,48.6,3.0,4.0,1.0,5.0,5.0,1.0,4.0,测试,流程、测试,,沟通、协调、咨询、售前,架构、方案、设计、规划、管理,,协调、沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300872.SZ,天阳科技,金融工程师,1,JOB_0163,9-12,2,48.6,1.0,1.0,4.0,4.0,4.0,1.0,4.0,,,统计、数据建模,沟通、团队协作,方案、模型验证、复杂问题,,团队协作、沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300674.SZ,宇信科技,中级业务分析师(J11833),1,JOB_0204,5-8,11,48.6,1.0,3.0,4.0,4.0,5.0,1.0,5.0,,SQL,SQL、Excel,沟通、协调、需求调研,设计、规划、策略、创新、需求分析,,协调、沟通、需求调研、产品,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300229.SZ,拓尔思,AI 产品工程师,1,JOB_0153,13-15,12,48.6,1.0,3.0,1.0,3.0,4.0,1.0,4.0,,流程,,沟通,设计、需求分析,,沟通、产品,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300229.SZ,拓尔思,AI 产品经理,1,JOB_0156,13-15,15,48.6,1.0,3.0,1.0,3.0,4.0,1.0,4.0,,流程,,沟通,设计、需求分析,,沟通、产品,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
300229.SZ,拓尔思,交互设计师（可转岗产品经理）,1,JOB_0159,13-15,18,48.6,1.0,3.0,1.0,3.0,4.0,1.0,4.0,,流程,,沟通,设计、需求分析,,沟通、产品,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
000555.SZ,神州信息,软件工程师(J12245),1,JOB_0232,5-8,39,48.6,1.0,1.0,1.0,3.0,3.0,1.0,3.0,,,,沟通,设计,,沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
000555.SZ,神州信息,软件工程师(J22337),1,JOB_0236,5-8,43,48.6,1.0,1.0,1.0,4.0,1.0,1.0,4.0,,,,沟通、协调、团队协作,,,团队协作、协调、沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
000555.SZ,神州信息,软件工程师(J22342),1,JOB_0235,5-8,42,48.6,1.0,1.0,1.0,4.0,1.0,1.0,4.0,,,,沟通、协调、团队协作,,,团队协作、协调、沟通,中,七维等权研究设计：任务重复性、规则明确性、数据结构化程度为正向项；复杂沟通、责任判断、合规或信任责任、跨部门协调为反向项。每项按命中词数映射为1/3/4/5分（0/1/2-3/4个及以上）；替代风险评分=100*[三项正向得分之和+四项(6-反向得分)之和]/35。评分仅反映本研究词典与岗位文本下的任务自动化潜力，不是实际替代概率。
